,id,bedrooms,bathrooms,sqft_living,log_lot,sqft_lot,floors,waterfront,condition,grade,zipcode,lat,long,yr_of_last_update,season_sold,below_ground_ratio,price_100k,long_lat,district,is_seattle
61,9558200045,3,1.75,1260,9.035986984831405,8400,1.0,0.0,3,7,98148,47.4366,-122.335,1954,Summer,0.0,2.89,"(-122.335, 47.4366)",Highline,0.0
62,5072410070,3,1.75,2519,9.069928218259438,8690,2.0,0.0,5,8,98166,47.4428,-122.344,1973,Fall,0.0,5.05,"(-122.344, 47.4428)",Highline,0.0
63,9528102996,3,1.75,1540,6.950814768442584,1044,3.0,0.0,3,8,98115,47.6765,-122.32,2014,Winter,0.0,5.49,"(-122.32, 47.6765)",Seattle,1.0
64,1189001180,3,2.25,1660,8.699514748210191,6000,1.0,0.0,3,7,98122,47.6113,-122.29700000000001,1979,Summer,0.4954954954954955,4.25,"(-122.29700000000001, 47.6113)",Seattle,1.0
65,3253500160,3,2.75,2770,8.245121966478605,3809,1.5,0.0,5,7,98144,47.5747,-122.304,1925,Fall,0.5649717514124294,3.17625,"(-122.304, 47.5747)",Seattle,1.0
66,3394100030,4,2.5,2720,9.310095205113175,11049,2.0,0.0,3,10,98004,47.5815,-122.19200000000001,1989,Fall,0.0,9.75,"(-122.19200000000001, 47.5815)",Bellevue,0.0
67,3717000160,4,2.5,2240,8.444192298531748,4648,2.0,0.0,3,7,98001,47.3378,-122.257,2005,Fall,0.0,2.87,"(-122.257, 47.3378)",Federal Way,0.0
68,1274500060,3,1.0,1000,9.398478314091577,12070,1.0,0.0,4,7,98042,47.3621,-122.11,1968,Summer,0.0,2.04,"(-122.11, 47.3621)",Kent,0.0
69,1802000060,5,2.25,3200,9.911356510914823,20158,1.0,0.0,3,8,98004,47.6303,-122.215,1965,Summer,1.0,13.3,"(-122.215, 47.6303)",Bellevue,0.0
70,1525059190,5,3.25,4770,10.821656519422055,50094,1.0,0.0,4,11,98005,47.6525,-122.16,1973,Fall,0.5537459283387622,10.4,"(-122.16, 47.6525)",Bellevue,0.0
71,1049000060,3,2.0,1260,8.632662441222351,5612,1.0,0.0,4,7,98034,47.7362,-122.179,1972,Winter,0.0,3.25,"(-122.179, 47.7362)",Northshore,0.0
72,8820901275,4,2.0,2750,8.962776046120291,7807,1.5,0.0,5,7,98125,47.7168,-122.287,1916,Summer,0.2222222222222222,5.71,"(-122.287, 47.7168)",Seattle,1.0
73,5416510140,4,2.5,2380,8.517193191416238,5000,2.0,0.0,3,8,98038,47.3608,-122.036,2005,Summer,0.0,3.6,"(-122.036, 47.3608)",Tahoma,0.0
74,3444100400,3,1.75,1790,10.830302707866496,50529,1.0,0.0,5,7,98042,47.3511,-122.073,1965,Spring,0.6422018348623854,3.49,"(-122.073, 47.3511)",Kent,0.0
75,3276920270,4,4.0,3430,10.466013387887635,35102,2.0,0.0,4,10,98075,47.5822,-121.98700000000001,1986,Fall,0.4351464435146444,8.325,"(-121.98700000000001, 47.5822)",Issaquah,0.0
76,4036801170,4,1.75,1760,8.895629627136483,7300,1.0,0.0,3,7,98008,47.6034,-122.125,1956,Fall,1.0,3.8,"(-122.125, 47.6034)",Bellevue,0.0
77,2391600320,3,1.0,1040,8.52912176228151,5060,1.0,0.0,3,7,98116,47.5636,-122.39399999999999,1941,Spring,0.0,4.8,"(-122.39399999999999, 47.5636)",Seattle,1.0
78,6300000287,3,1.0,1410,8.52912176228151,5060,1.0,0.0,4,7,98133,47.7073,-122.34,1956,Summer,0.5494505494505495,4.1,"(-122.34, 47.7073)",Seattle,1.0
79,1531000030,4,2.5,3450,10.588678163379617,39683,2.0,0.0,3,10,98010,47.342,-122.025,2002,Spring,0.0,7.2,"(-122.025, 47.342)",Tahoma,0.0
80,5104520400,3,2.5,2350,8.536995818712418,5100,2.0,0.0,3,8,98038,47.3512,-122.008,2003,Winter,0.0,3.9,"(-122.008, 47.3512)",Tahoma,0.0
81,7437100340,4,2.5,1900,8.68084148294457,5889,2.0,0.0,3,7,98038,47.349,-122.031,1992,Winter,0.0,3.6,"(-122.031, 47.349)",Tahoma,0.0
82,9418400240,2,1.0,2020,8.812843433517195,6720,1.0,0.0,3,7,98118,47.5474,-122.291,1948,Fall,1.0,3.55,"(-122.291, 47.5474)",Seattle,1.0
83,1523059105,3,1.5,1680,9.072456664612796,8712,1.0,0.0,3,8,98059,47.4811,-122.149,1964,Winter,0.0,3.56,"(-122.149, 47.4811)",Renton,0.0
84,1133000671,3,1.0,960,8.799963219506997,6634,1.0,0.0,3,6,98125,47.7264,-122.31,1952,Summer,0.0,3.15,"(-122.31, 47.7264)",Seattle,1.0
85,4232902595,3,1.5,2140,8.1886891244442,3600,2.0,0.0,3,9,98119,47.6337,-122.365,1925,Fall,0.12631578947368421,9.4,"(-122.365, 47.6337)",Seattle,1.0
86,2599001200,5,2.25,2660,9.035986984831405,8400,1.5,0.0,5,7,98092,47.2909,-122.189,1961,Fall,0.0,3.05,"(-122.189, 47.2909)",Auburn,0.0
87,3342103156,3,3.25,2770,8.744806737401898,6278,2.0,0.0,3,9,98056,47.5228,-122.199,2006,Summer,0.398989898989899,4.61,"(-122.199, 47.5228)",Renton,0.0
88,1332700270,2,2.25,1610,7.620705086838262,2040,2.0,0.0,4,7,98056,47.518,-122.194,1979,Spring,0.0,2.15,"(-122.194, 47.518)",Renton,0.0
89,3869900162,2,1.75,1030,6.97166860472579,1066,2.0,0.0,3,7,98136,47.5394,-122.387,2006,Fall,0.3464052287581699,3.35,"(-122.387, 47.5394)",Seattle,1.0
90,2791500270,4,2.5,1980,8.909640602443098,7403,2.0,0.0,3,7,98023,47.2897,-122.37200000000001,1988,Spring,0.0,2.435,"(-122.37200000000001, 47.2897)",Federal Way,0.0
91,5036300431,5,2.75,3520,8.756682421266532,6353,2.0,0.0,4,10,98199,47.6506,-122.391,2001,Spring,0.0,11.0,"(-122.391, 47.6506)",Seattle,1.0
92,4168000060,3,1.0,1200,9.259130536145614,10500,1.0,0.0,3,7,98023,47.321999999999996,-122.351,1962,Winter,0.0,1.53,"(-122.351, 47.321999999999996)",Federal Way,0.0
93,6021501535,3,1.5,1580,8.517193191416238,5000,1.0,0.0,3,8,98117,47.687,-122.38600000000001,1939,Summer,0.2248062015503876,4.3,"(-122.38600000000001, 47.687)",Seattle,1.0
94,6021501535,3,1.5,1580,8.517193191416238,5000,1.0,0.0,3,8,98117,47.687,-122.38600000000001,1939,Winter,0.2248062015503876,7.0,"(-122.38600000000001, 47.687)",Seattle,1.0
95,1483300570,4,2.5,3300,9.235032984566555,10250,1.0,0.0,3,7,98040,47.5873,-122.249,1991,Fall,0.3807531380753138,9.05,"(-122.249, 47.5873)",Mercer Island,0.0
96,3422049190,3,1.75,1960,9.660205067381032,15681,1.0,0.0,3,7,98032,47.3576,-122.277,1967,Spring,0.0,2.475,"(-122.277, 47.3576)",Federal Way,0.0
97,1099611230,4,1.5,1160,8.764053269347762,6400,1.0,0.0,4,7,98023,47.3036,-122.37799999999999,1975,Fall,0.0,1.99,"(-122.37799999999999, 47.3036)",Federal Way,0.0
98,722079104,3,1.75,1810,10.640651618512848,41800,1.0,0.0,5,7,98038,47.4109,-121.958,1980,Summer,0.49586776859504134,3.14,"(-121.958, 47.4109)",Tahoma,0.0
99,7338200240,3,2.5,2320,10.51452948317723,36847,2.0,0.0,3,9,98045,47.4838,-121.714,1992,Spring,0.0,4.375,"(-121.714, 47.4838)",Snoqualmie Valley,0.0
100,1952200240,3,2.5,2070,9.491073355339758,13241,1.5,0.0,5,9,98102,47.6415,-122.315,1910,Summer,0.6299212598425197,8.5083,"(-122.315, 47.6415)",Seattle,1.0
101,5200100125,3,2.0,1980,8.154212694914229,3478,1.5,0.0,4,7,98117,47.6775,-122.37200000000001,1929,Fall,0.375,5.55,"(-122.37200000000001, 47.6775)",Seattle,1.0
102,7214720075,3,2.25,2190,11.586110868831522,107593,2.0,0.0,4,8,98077,47.7731,-122.08,1983,Winter,0.0,6.9995,"(-122.08, 47.7731)",Northshore,0.0
103,2450000295,3,2.5,2920,9.001222992395064,8113,2.0,0.0,3,8,98004,47.5814,-122.196,2010,Fall,0.0,10.9,"(-122.196, 47.5814)",Bellevue,0.0
104,6197800045,3,1.0,1210,10.431730608339187,33919,1.0,0.0,3,7,98058,47.4375,-122.184,1954,Fall,0.0,2.9,"(-122.184, 47.4375)",Renton,0.0
105,1328310370,3,2.5,2340,9.210840247017833,10005,1.0,0.0,4,8,98058,47.4431,-122.133,1978,Spring,0.6027397260273972,3.75,"(-122.133, 47.4431)",Kent,0.0
106,546000875,3,1.0,1670,8.29529885950246,4005,1.5,0.0,4,7,98117,47.6878,-122.38,1939,Spring,0.42735042735042733,4.6,"(-122.38, 47.6878)",Seattle,1.0
107,3530510041,2,1.75,1240,7.821242083523558,2493,1.0,0.0,4,8,98198,47.3813,-122.322,1985,Summer,0.0,1.885,"(-122.322, 47.3813)",Highline,0.0
108,1853000400,4,2.5,3140,10.241280345410422,28037,2.0,0.0,4,10,98077,47.7304,-122.08200000000001,1991,Spring,0.0,6.8,"(-122.08200000000001, 47.7304)",Lake Washington,0.0
109,3134100116,5,1.75,2030,9.420763358881013,12342,2.0,0.0,4,7,98052,47.6417,-122.109,1942,Summer,0.0,4.7,"(-122.109, 47.6417)",Lake Washington,0.0
110,9545230140,4,2.5,2310,9.172015257654515,9624,2.0,0.0,3,8,98027,47.5386,-122.053,1984,Summer,0.0,5.9775,"(-122.053, 47.5386)",Issaquah,0.0
111,3362400511,3,1.75,1260,8.1101268019411,3328,1.0,0.0,5,6,98103,47.6823,-122.34899999999999,1905,Spring,0.8,5.7,"(-122.34899999999999, 47.6823)",Seattle,1.0
112,2525310310,3,1.75,1540,9.441452092939569,12600,1.0,0.0,4,7,98038,47.3624,-122.031,1980,Fall,0.0,2.725,"(-122.031, 47.3624)",Tahoma,0.0
113,6126500060,3,1.75,2080,8.69433468816865,5969,1.0,0.0,3,7,98108,47.5474,-122.295,1971,Fall,0.9259259259259259,3.2995,"(-122.295, 47.5474)",Seattle,1.0
114,8961960160,4,2.5,3230,9.690974793577944,16171,2.0,0.0,3,9,98001,47.3183,-122.25299999999999,2001,Fall,0.28174603174603174,4.8,"(-122.25299999999999, 47.3183)",Auburn,0.0
115,3626039325,3,3.5,4380,8.756210091886738,6350,2.0,0.0,3,8,98117,47.6981,-122.368,1900,Fall,0.07913669064748201,7.405,"(-122.368, 47.6981)",Seattle,1.0
116,3362400431,3,3.5,1590,7.004881989712859,1102,3.0,0.0,3,8,98103,47.6824,-122.34700000000001,2010,Summer,0.0,5.185,"(-122.34700000000001, 47.6824)",Seattle,1.0
117,4060000240,2,1.0,880,8.821732380934442,6780,1.0,0.0,4,6,98178,47.5009,-122.24799999999999,1945,Summer,0.0,2.05425,"(-122.24799999999999, 47.5009)",Seattle,1.0
118,3454800060,4,2.0,1570,9.169518377455928,9600,1.0,0.0,3,6,98168,47.4965,-122.303,1950,Winter,0.0,1.718,"(-122.303, 47.4965)",Highline,0.0
119,1695900060,4,1.0,1610,8.000349495324684,2982,1.5,0.0,4,7,98144,47.586999999999996,-122.294,1925,Spring,0.0,5.35,"(-122.294, 47.586999999999996)",Seattle,1.0
120,7278700070,3,2.5,2400,8.775549434486189,6474,1.0,0.0,3,8,98177,47.7728,-122.38600000000001,1964,Winter,0.5384615384615384,6.6,"(-122.38600000000001, 47.7728)",Shoreline,0.0
121,6675500070,3,2.0,1450,9.119540007649686,9132,1.0,0.0,3,7,98034,47.7288,-122.226,1987,Fall,0.0,3.915,"(-122.226, 47.7288)",Lake Washington,0.0
122,3626039187,2,1.0,770,8.699514748210191,6000,1.0,0.0,3,6,98117,47.6999,-122.36399999999999,1953,Spring,0.0,3.95,"(-122.36399999999999, 47.6999)",Seattle,1.0
123,3524049083,4,1.75,2100,8.389359819906353,4400,1.5,0.0,5,7,98118,47.5299,-122.266,1924,Fall,0.22093023255813954,4.45,"(-122.266, 47.5299)",Seattle,1.0
124,3275860240,3,2.25,2910,9.230535079261703,10204,2.0,0.0,3,9,98052,47.6897,-122.098,1990,Summer,0.0,7.7,"(-122.098, 47.6897)",Lake Washington,0.0
125,4389200955,4,2.75,2750,9.78633556772527,17789,1.5,0.0,3,8,98004,47.6141,-122.212,1992,Spring,0.3888888888888889,14.5,"(-122.212, 47.6141)",Bellevue,0.0
126,4058801670,3,2.25,2100,9.012011377036412,8201,1.0,0.0,3,8,98178,47.5091,-122.244,1967,Summer,0.2962962962962963,4.45,"(-122.244, 47.5091)",Renton,0.0
127,8732020310,4,2.25,2160,9.08375621986673,8811,1.0,0.0,3,8,98023,47.3129,-122.39,1978,Summer,0.5882352941176471,2.6,"(-122.39, 47.3129)",Federal Way,0.0
128,2331300505,5,3.5,2320,8.509161019718974,4960,2.0,0.0,5,7,98103,47.6763,-122.352,1926,Summer,0.3488372093023256,8.225,"(-122.352, 47.6763)",Seattle,1.0
129,7853210060,4,2.5,2070,8.368693183097793,4310,2.0,0.0,3,7,98065,47.5319,-121.85,2004,Spring,0.0,4.3,"(-121.85, 47.5319)",Snoqualmie Valley,0.0
130,3668000070,3,1.75,1060,8.971448463693834,7875,1.0,0.0,4,7,98092,47.2761,-122.152,1986,Winter,0.0,2.12,"(-122.152, 47.2761)",Auburn,0.0
131,9545240070,4,2.25,2010,9.169830828637973,9603,1.0,0.0,3,8,98027,47.5343,-122.054,1986,Spring,0.3958333333333333,6.605,"(-122.054, 47.5343)",Issaquah,0.0
132,1243100136,3,3.5,3950,11.617987936217231,111078,1.5,0.0,3,9,98052,47.696999999999996,-122.072,1989,Summer,0.6056910569105691,7.84,"(-122.072, 47.696999999999996)",Lake Washington,0.0
133,8929000270,3,2.5,2010,7.734996194022781,2287,2.0,0.0,3,8,98029,47.5517,-121.99799999999999,2014,Spring,0.4460431654676259,4.53246,"(-121.99799999999999, 47.5517)",Issaquah,0.0
134,2767602356,4,3.5,2140,7.731053144007127,2278,3.0,0.0,3,9,98107,47.6734,-122.38,2005,Winter,0.0,6.75,"(-122.38, 47.6734)",Seattle,1.0
135,921049315,3,1.75,1320,9.763650607348328,17390,1.0,0.0,4,7,98003,47.3257,-122.296,1956,Summer,0.0,1.99,"(-122.296, 47.3257)",Federal Way,0.0
136,3655000070,4,1.75,2020,8.966994113344454,7840,1.0,0.0,3,7,98003,47.3309,-122.29899999999999,1968,Summer,1.0,2.2,"(-122.29899999999999, 47.3309)",Federal Way,0.0
137,4027700812,4,2.25,2590,9.21054035197885,10002,1.0,0.0,4,8,98028,47.7689,-122.266,1968,Spring,0.9328358208955224,4.52,"(-122.266, 47.7689)",Northshore,0.0
138,3992700335,2,1.0,1190,8.39840965542627,4440,1.0,0.0,3,6,98125,47.7135,-122.287,1981,Summer,0.0,3.825,"(-122.287, 47.7135)",Seattle,1.0
139,2767603505,3,2.25,1170,7.130098510125578,1249,3.0,0.0,3,8,98107,47.6722,-122.381,2014,Spring,0.0,5.1995,"(-122.381, 47.6722)",Seattle,1.0
140,4232901525,2,1.0,1110,8.070906088787819,3200,1.0,0.0,3,7,98119,47.6338,-122.35799999999999,1925,Summer,0.0,6.65,"(-122.35799999999999, 47.6338)",Seattle,1.0
141,1777500060,5,2.5,2820,9.14580185083861,9375,1.0,0.0,4,8,98006,47.5707,-122.12799999999999,1968,Summer,0.8193548387096774,5.277,"(-122.12799999999999, 47.5707)",Bellevue,0.0
142,1432900240,3,1.0,1610,9.057072635572965,8579,1.0,0.0,4,7,98058,47.4563,-122.171,1962,Spring,0.594059405940594,2.05,"(-122.171, 47.4563)",Renton,0.0
143,6140100875,3,1.0,1060,8.999248901686114,8097,1.0,0.0,4,7,98133,47.7144,-122.351,1923,Spring,0.1276595744680851,4.2,"(-122.351, 47.7144)",Seattle,1.0
144,6071600370,4,2.25,2030,9.04981944514108,8517,1.0,0.0,4,8,98006,47.5495,-122.17399999999999,1961,Winter,0.47101449275362317,5.0,"(-122.17399999999999, 47.5495)",Bellevue,0.0
145,1526069017,4,2.5,3670,12.661514515109953,315374,2.0,0.0,4,9,98077,47.7421,-122.02600000000001,1994,Winter,0.0,9.215,"(-122.02600000000001, 47.7421)",Northshore,0.0
