,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,zipcode,lat,long,yr_of_last_update,season_sold,below_ground_ratio,price_100k
39,2078500320,4,2.5,2620,7553,2.0,0.0,3,8,98056,47.5301,-122.18,1996,Summer,0.0,6.05
40,5547700270,4,2.5,2570,5520,2.0,0.0,3,9,98074,47.6145,-122.027,2000,Summer,0.0,6.25
41,7766200013,4,2.25,4220,24186,1.0,0.0,3,8,98166,47.445,-122.34700000000001,1984,Summer,0.6230769230769231,7.75
42,7203220400,5,2.75,3595,5639,2.0,0.0,3,9,98053,47.6848,-122.016,2014,Summer,0.0,8.6199
43,9270200160,3,1.0,1570,2280,2.0,0.0,3,7,98119,47.6413,-122.36399999999999,1922,Fall,0.0,6.85
44,1432701230,3,1.0,1280,9656,1.0,0.0,4,6,98058,47.4485,-122.175,1959,Summer,0.391304347826087,3.09
45,8035350320,3,2.5,3160,13603,2.0,0.0,3,8,98019,47.7443,-121.977,2003,Summer,0.0,4.88
46,8945200830,3,1.0,990,8528,1.0,0.0,3,6,98023,47.3066,-122.37100000000001,1966,Spring,0.0,2.1049
47,4178300310,4,2.5,2290,13416,2.0,0.0,4,9,98007,47.6194,-122.15100000000001,1981,Summer,0.0,7.85
48,9215400105,3,1.75,1250,5963,1.0,0.0,4,7,98115,47.6796,-122.301,1953,Spring,0.0,4.5
49,822039084,3,2.5,2753,65005,1.0,1.0,5,9,98070,47.4041,-122.45100000000001,1953,Spring,0.2715935334872979,13.5
50,5245600105,3,1.0,1190,9199,1.0,0.0,3,7,98148,47.4258,-122.322,1955,Fall,0.0,2.28
51,7231300125,5,2.5,3150,9134,1.0,0.0,4,8,98056,47.4934,-122.189,1966,Winter,0.9207317073170732,3.45
52,7518505990,3,1.75,1410,4080,1.0,0.0,4,7,98117,47.6808,-122.384,1950,Winter,0.41,6.0
53,3626039271,2,1.75,1980,8550,1.0,0.0,3,7,98117,47.6989,-122.369,1981,Winter,1.0,5.85
54,4217401195,5,2.25,2730,6000,1.5,0.0,3,8,98105,47.6571,-122.281,1927,Spring,0.28169014084507044,9.2
55,9822700295,4,2.5,2830,5000,2.0,0.0,3,9,98105,47.6597,-122.29,1995,Spring,0.0,8.85
56,9478500640,4,2.5,2250,4495,2.0,0.0,3,7,98042,47.3663,-122.11399999999999,2008,Summer,0.0,2.925
57,2799800710,3,2.5,2420,4750,2.0,0.0,3,8,98042,47.3663,-122.12200000000001,2003,Spring,0.0,3.01
58,7922800400,5,3.25,3250,14342,2.0,0.0,4,8,98008,47.588,-122.116,1968,Summer,0.0,9.51
59,8079040320,4,3.0,1850,9976,2.0,0.0,3,8,98059,47.5059,-122.149,1991,Winter,0.0,4.3
60,1516000055,3,2.25,2150,21235,1.0,0.0,4,8,98166,47.4336,-122.339,1959,Winter,0.3522012578616352,6.5
61,9558200045,3,1.75,1260,8400,1.0,0.0,3,7,98148,47.4366,-122.335,1954,Summer,0.0,2.89
62,5072410070,3,1.75,2519,8690,2.0,0.0,5,8,98166,47.4428,-122.344,1973,Fall,0.0,5.05
63,9528102996,3,1.75,1540,1044,3.0,0.0,3,8,98115,47.6765,-122.32,2014,Winter,0.0,5.49
64,1189001180,3,2.25,1660,6000,1.0,0.0,3,7,98122,47.6113,-122.29700000000001,1979,Summer,0.4954954954954955,4.25
65,3253500160,3,2.75,2770,3809,1.5,0.0,5,7,98144,47.5747,-122.304,1925,Fall,0.5649717514124294,3.17625
66,3394100030,4,2.5,2720,11049,2.0,0.0,3,10,98004,47.5815,-122.19200000000001,1989,Fall,0.0,9.75
67,3717000160,4,2.5,2240,4648,2.0,0.0,3,7,98001,47.3378,-122.257,2005,Fall,0.0,2.87
68,1274500060,3,1.0,1000,12070,1.0,0.0,4,7,98042,47.3621,-122.11,1968,Summer,0.0,2.04
69,1802000060,5,2.25,3200,20158,1.0,0.0,3,8,98004,47.6303,-122.215,1965,Summer,1.0,13.3
70,1525059190,5,3.25,4770,50094,1.0,0.0,4,11,98005,47.6525,-122.16,1973,Fall,0.5537459283387622,10.4
71,1049000060,3,2.0,1260,5612,1.0,0.0,4,7,98034,47.7362,-122.179,1972,Winter,0.0,3.25
72,8820901275,4,2.0,2750,7807,1.5,0.0,5,7,98125,47.7168,-122.287,1916,Summer,0.2222222222222222,5.71
73,5416510140,4,2.5,2380,5000,2.0,0.0,3,8,98038,47.3608,-122.036,2005,Summer,0.0,3.6
74,3444100400,3,1.75,1790,50529,1.0,0.0,5,7,98042,47.3511,-122.073,1965,Spring,0.6422018348623854,3.49
75,3276920270,4,4.0,3430,35102,2.0,0.0,4,10,98075,47.5822,-121.98700000000001,1986,Fall,0.4351464435146444,8.325
76,4036801170,4,1.75,1760,7300,1.0,0.0,3,7,98008,47.6034,-122.125,1956,Fall,1.0,3.8
77,2391600320,3,1.0,1040,5060,1.0,0.0,3,7,98116,47.5636,-122.39399999999999,1941,Spring,0.0,4.8
78,6300000287,3,1.0,1410,5060,1.0,0.0,4,7,98133,47.7073,-122.34,1956,Summer,0.5494505494505495,4.1
79,1531000030,4,2.5,3450,39683,2.0,0.0,3,10,98010,47.342,-122.025,2002,Spring,0.0,7.2
80,5104520400,3,2.5,2350,5100,2.0,0.0,3,8,98038,47.3512,-122.008,2003,Winter,0.0,3.9
81,7437100340,4,2.5,1900,5889,2.0,0.0,3,7,98038,47.349,-122.031,1992,Winter,0.0,3.6
82,9418400240,2,1.0,2020,6720,1.0,0.0,3,7,98118,47.5474,-122.291,1948,Fall,1.0,3.55
83,1523059105,3,1.5,1680,8712,1.0,0.0,3,8,98059,47.4811,-122.149,1964,Winter,0.0,3.56
84,1133000671,3,1.0,960,6634,1.0,0.0,3,6,98125,47.7264,-122.31,1952,Summer,0.0,3.15
85,4232902595,3,1.5,2140,3600,2.0,0.0,3,9,98119,47.6337,-122.365,1925,Fall,0.12631578947368421,9.4
86,2599001200,5,2.25,2660,8400,1.5,0.0,5,7,98092,47.2909,-122.189,1961,Fall,0.0,3.05
87,3342103156,3,3.25,2770,6278,2.0,0.0,3,9,98056,47.5228,-122.199,2006,Summer,0.398989898989899,4.61
88,1332700270,2,2.25,1610,2040,2.0,0.0,4,7,98056,47.518,-122.194,1979,Spring,0.0,2.15
89,3869900162,2,1.75,1030,1066,2.0,0.0,3,7,98136,47.5394,-122.387,2006,Fall,0.3464052287581699,3.35
90,2791500270,4,2.5,1980,7403,2.0,0.0,3,7,98023,47.2897,-122.37200000000001,1988,Spring,0.0,2.435
91,5036300431,5,2.75,3520,6353,2.0,0.0,4,10,98199,47.6506,-122.391,2001,Spring,0.0,11.0
92,4168000060,3,1.0,1200,10500,1.0,0.0,3,7,98023,47.321999999999996,-122.351,1962,Winter,0.0,1.53
93,6021501535,3,1.5,1580,5000,1.0,0.0,3,8,98117,47.687,-122.38600000000001,1939,Summer,0.2248062015503876,4.3
94,6021501535,3,1.5,1580,5000,1.0,0.0,3,8,98117,47.687,-122.38600000000001,1939,Winter,0.2248062015503876,7.0
95,1483300570,4,2.5,3300,10250,1.0,0.0,3,7,98040,47.5873,-122.249,1991,Fall,0.3807531380753138,9.05
96,3422049190,3,1.75,1960,15681,1.0,0.0,3,7,98032,47.3576,-122.277,1967,Spring,0.0,2.475
97,1099611230,4,1.5,1160,6400,1.0,0.0,4,7,98023,47.3036,-122.37799999999999,1975,Fall,0.0,1.99
98,722079104,3,1.75,1810,41800,1.0,0.0,5,7,98038,47.4109,-121.958,1980,Summer,0.49586776859504134,3.14
99,7338200240,3,2.5,2320,36847,2.0,0.0,3,9,98045,47.4838,-121.714,1992,Spring,0.0,4.375
100,1952200240,3,2.5,2070,13241,1.5,0.0,5,9,98102,47.6415,-122.315,1910,Summer,0.6299212598425197,8.5083
101,5200100125,3,2.0,1980,3478,1.5,0.0,4,7,98117,47.6775,-122.37200000000001,1929,Fall,0.375,5.55
102,7214720075,3,2.25,2190,107593,2.0,0.0,4,8,98077,47.7731,-122.08,1983,Winter,0.0,6.9995
103,2450000295,3,2.5,2920,8113,2.0,0.0,3,8,98004,47.5814,-122.196,2010,Fall,0.0,10.9
104,6197800045,3,1.0,1210,33919,1.0,0.0,3,7,98058,47.4375,-122.184,1954,Fall,0.0,2.9
105,1328310370,3,2.5,2340,10005,1.0,0.0,4,8,98058,47.4431,-122.133,1978,Spring,0.6027397260273972,3.75
106,546000875,3,1.0,1670,4005,1.5,0.0,4,7,98117,47.6878,-122.38,1939,Spring,0.42735042735042733,4.6
107,3530510041,2,1.75,1240,2493,1.0,0.0,4,8,98198,47.3813,-122.322,1985,Summer,0.0,1.885
108,1853000400,4,2.5,3140,28037,2.0,0.0,4,10,98077,47.7304,-122.08200000000001,1991,Spring,0.0,6.8
109,3134100116,5,1.75,2030,12342,2.0,0.0,4,7,98052,47.6417,-122.109,1942,Summer,0.0,4.7
110,9545230140,4,2.5,2310,9624,2.0,0.0,3,8,98027,47.5386,-122.053,1984,Summer,0.0,5.9775
111,3362400511,3,1.75,1260,3328,1.0,0.0,5,6,98103,47.6823,-122.34899999999999,1905,Spring,0.8,5.7
112,2525310310,3,1.75,1540,12600,1.0,0.0,4,7,98038,47.3624,-122.031,1980,Fall,0.0,2.725
113,6126500060,3,1.75,2080,5969,1.0,0.0,3,7,98108,47.5474,-122.295,1971,Fall,0.9259259259259259,3.2995
114,8961960160,4,2.5,3230,16171,2.0,0.0,3,9,98001,47.3183,-122.25299999999999,2001,Fall,0.28174603174603174,4.8
115,3626039325,3,3.5,4380,6350,2.0,0.0,3,8,98117,47.6981,-122.368,1900,Fall,0.07913669064748201,7.405
116,3362400431,3,3.5,1590,1102,3.0,0.0,3,8,98103,47.6824,-122.34700000000001,2010,Summer,0.0,5.185
117,4060000240,2,1.0,880,6780,1.0,0.0,4,6,98178,47.5009,-122.24799999999999,1945,Summer,0.0,2.05425
118,3454800060,4,2.0,1570,9600,1.0,0.0,3,6,98168,47.4965,-122.303,1950,Winter,0.0,1.718
119,1695900060,4,1.0,1610,2982,1.5,0.0,4,7,98144,47.586999999999996,-122.294,1925,Spring,0.0,5.35
120,7278700070,3,2.5,2400,6474,1.0,0.0,3,8,98177,47.7728,-122.38600000000001,1964,Winter,0.5384615384615384,6.6
121,6675500070,3,2.0,1450,9132,1.0,0.0,3,7,98034,47.7288,-122.226,1987,Fall,0.0,3.915
122,3626039187,2,1.0,770,6000,1.0,0.0,3,6,98117,47.6999,-122.36399999999999,1953,Spring,0.0,3.95
123,3524049083,4,1.75,2100,4400,1.5,0.0,5,7,98118,47.5299,-122.266,1924,Fall,0.22093023255813954,4.45
124,3275860240,3,2.25,2910,10204,2.0,0.0,3,9,98052,47.6897,-122.098,1990,Summer,0.0,7.7
125,4389200955,4,2.75,2750,17789,1.5,0.0,3,8,98004,47.6141,-122.212,1992,Spring,0.3888888888888889,14.5
126,4058801670,3,2.25,2100,8201,1.0,0.0,3,8,98178,47.5091,-122.244,1967,Summer,0.2962962962962963,4.45
127,8732020310,4,2.25,2160,8811,1.0,0.0,3,8,98023,47.3129,-122.39,1978,Summer,0.5882352941176471,2.6
128,2331300505,5,3.5,2320,4960,2.0,0.0,5,7,98103,47.6763,-122.352,1926,Summer,0.3488372093023256,8.225
129,7853210060,4,2.5,2070,4310,2.0,0.0,3,7,98065,47.5319,-121.85,2004,Spring,0.0,4.3
130,3668000070,3,1.75,1060,7875,1.0,0.0,4,7,98092,47.2761,-122.152,1986,Winter,0.0,2.12
131,9545240070,4,2.25,2010,9603,1.0,0.0,3,8,98027,47.5343,-122.054,1986,Spring,0.3958333333333333,6.605
132,1243100136,3,3.5,3950,111078,1.5,0.0,3,9,98052,47.696999999999996,-122.072,1989,Summer,0.6056910569105691,7.84
133,8929000270,3,2.5,2010,2287,2.0,0.0,3,8,98029,47.5517,-121.99799999999999,2014,Spring,0.4460431654676259,4.53246
134,2767602356,4,3.5,2140,2278,3.0,0.0,3,9,98107,47.6734,-122.38,2005,Winter,0.0,6.75
135,921049315,3,1.75,1320,17390,1.0,0.0,4,7,98003,47.3257,-122.296,1956,Summer,0.0,1.99
136,3655000070,4,1.75,2020,7840,1.0,0.0,3,7,98003,47.3309,-122.29899999999999,1968,Summer,1.0,2.2
137,4027700812,4,2.25,2590,10002,1.0,0.0,4,8,98028,47.7689,-122.266,1968,Spring,0.9328358208955224,4.52
138,3992700335,2,1.0,1190,4440,1.0,0.0,3,6,98125,47.7135,-122.287,1981,Summer,0.0,3.825
139,2767603505,3,2.25,1170,1249,3.0,0.0,3,8,98107,47.6722,-122.381,2014,Spring,0.0,5.1995
140,4232901525,2,1.0,1110,3200,1.0,0.0,3,7,98119,47.6338,-122.35799999999999,1925,Summer,0.0,6.65
141,1777500060,5,2.5,2820,9375,1.0,0.0,4,8,98006,47.5707,-122.12799999999999,1968,Summer,0.8193548387096774,5.277
142,1432900240,3,1.0,1610,8579,1.0,0.0,4,7,98058,47.4563,-122.171,1962,Spring,0.594059405940594,2.05
143,6140100875,3,1.0,1060,8097,1.0,0.0,4,7,98133,47.7144,-122.351,1923,Spring,0.1276595744680851,4.2
144,6071600370,4,2.25,2030,8517,1.0,0.0,4,8,98006,47.5495,-122.17399999999999,1961,Winter,0.47101449275362317,5.0
145,1526069017,4,2.5,3670,315374,2.0,0.0,4,9,98077,47.7421,-122.02600000000001,1994,Winter,0.0,9.215
146,809001525,4,1.0,2550,4000,2.0,0.0,3,8,98109,47.6354,-122.353,1905,Summer,0.0759493670886076,8.9
147,3224079105,2,2.5,2420,60984,2.0,0.0,3,7,98027,47.5262,-121.943,2007,Summer,0.0,4.3
148,8075400570,5,2.0,2260,12500,1.0,0.0,4,8,98032,47.3887,-122.286,1960,Fall,1.0,2.58
149,1994200024,3,1.0,1430,3455,1.0,0.0,3,7,98103,47.6873,-122.336,1947,Fall,0.45918367346938777,5.11
150,3362900810,3,2.0,1360,3090,2.0,0.0,3,8,98103,47.6838,-122.353,1990,Summer,0.0,5.3217
151,1324300398,3,1.0,1110,5000,1.5,0.0,3,7,98107,47.655,-122.359,1947,Spring,0.0,5.6
152,537000445,3,1.0,1250,8200,1.0,0.0,4,7,98003,47.3255,-122.304,1954,Spring,0.0,2.8295
154,7920100045,1,1.0,700,5100,1.0,0.0,3,7,98115,47.678999999999995,-122.3,1942,Spring,0.0,3.5
155,8960000030,3,1.0,1180,7669,1.0,0.0,4,7,98058,47.4479,-122.176,1967,Summer,0.0,2.15
156,6388930390,5,3.5,3960,25245,2.0,0.0,3,9,98056,47.525,-122.17200000000001,1996,Fall,0.584,6.5
157,8731900200,4,2.75,2640,7500,1.0,0.0,3,8,98023,47.3135,-122.369,1967,Summer,0.6296296296296297,3.2
158,8029200135,3,2.0,1270,7198,1.5,0.0,3,7,98022,47.2086,-121.99600000000001,2013,Fall,0.0,2.47
159,1081200350,4,1.75,1760,11180,1.0,0.0,4,8,98059,47.4715,-122.118,1968,Fall,0.0,3.2
160,84000105,5,2.25,2060,8632,1.0,0.0,3,7,98146,47.4877,-122.335,1962,Spring,1.0,2.55
161,3756500060,3,1.75,1780,9660,1.0,0.0,3,7,98034,47.7171,-122.193,1962,Spring,0.0,4.38
162,7215720160,3,2.5,3400,16603,2.0,0.0,3,10,98075,47.6012,-122.023,2000,Spring,0.0,9.0
163,3574800520,3,2.75,1910,7280,1.0,0.0,3,7,98034,47.7319,-122.22399999999999,1979,Summer,0.646551724137931,4.41
164,2617300160,3,2.0,2020,38332,1.0,0.0,4,7,98027,47.4582,-122.023,1975,Summer,1.0,4.2
165,2558660270,3,1.75,1580,7000,1.0,0.0,3,7,98034,47.7209,-122.16799999999999,1976,Winter,0.3389830508474576,3.7
166,2009000370,2,1.75,1340,7250,1.0,0.0,5,5,98198,47.408,-122.32700000000001,1949,Winter,0.9142857142857143,2.6995
167,1836980160,4,2.5,2680,4499,2.0,0.0,3,9,98006,47.565,-122.125,1999,Spring,0.0,8.071
168,3261020370,3,2.5,2680,9750,1.0,0.0,4,8,98034,47.7028,-122.23100000000001,1979,Summer,0.6645962732919255,6.53
169,1755700060,3,2.0,1370,8336,1.0,0.0,5,7,98133,47.7458,-122.331,1964,Summer,0.0,3.715
170,4330600435,3,1.75,1560,21000,1.0,0.0,3,7,98166,47.4776,-122.337,1954,Spring,0.0,2.84
171,9542800700,3,1.75,2160,7140,1.0,0.0,4,7,98023,47.3026,-122.374,1978,Winter,0.2934131736526946,2.72
172,1999700045,3,1.5,1340,7912,1.5,0.0,3,7,98133,47.7658,-122.339,1955,Spring,0.0,3.13
173,1762600070,4,2.5,3880,35003,2.0,0.0,3,10,98033,47.6477,-122.182,1984,Winter,0.5097276264591439,9.175
174,1687900520,4,2.25,2590,8190,2.0,0.0,4,8,98006,47.5619,-122.125,1980,Fall,0.0,6.73
175,7234600798,3,2.5,1120,1100,2.0,0.0,3,8,98122,47.6106,-122.31,2008,Winter,0.36585365853658536,4.25
176,3881900445,5,2.75,1970,5400,1.0,0.0,3,7,98144,47.5868,-122.30799999999999,1986,Summer,0.49242424242424243,3.9995
177,2254502445,3,1.0,1220,4800,1.0,0.0,3,6,98122,47.6101,-122.307,1901,Spring,0.0,3.85
178,5437810320,3,1.5,1950,7560,1.0,0.0,4,7,98022,47.1976,-121.999,1975,Fall,0.4772727272727273,2.6995
179,9158100075,2,1.0,1350,8220,1.0,0.0,3,7,98177,47.7224,-122.35799999999999,1949,Winter,0.27358490566037735,3.3
180,3830630310,3,2.5,1670,5797,2.0,0.0,3,7,98030,47.3505,-122.179,1988,Summer,0.0,2.6
181,8123100045,4,3.0,2380,5125,1.5,0.0,4,7,98126,47.5384,-122.376,1925,Spring,0.4166666666666667,4.7
182,3127200041,4,3.0,2440,9600,2.0,0.0,5,7,98034,47.7044,-122.2,1961,Summer,0.0,5.89
183,6661200320,2,1.5,1050,3419,2.0,0.0,3,7,98038,47.3848,-122.039,1996,Summer,0.0,1.635
184,11510310,4,2.75,3130,13412,2.0,0.0,3,9,98052,47.6993,-122.102,1993,Fall,0.46261682242990654,8.35
185,825059270,5,3.0,4090,12850,1.0,0.0,4,10,98033,47.6627,-122.18799999999999,1986,Fall,0.9569377990430622,11.0
186,8731951370,4,1.75,1490,10000,1.0,0.0,4,8,98023,47.3099,-122.37899999999999,1969,Spring,0.35454545454545455,2.69
187,1954440060,3,2.5,1900,8744,2.0,0.0,3,8,98074,47.62,-122.04299999999999,1987,Spring,0.0,5.6
188,2264500350,4,1.0,1330,2400,1.5,0.0,4,6,98103,47.65,-122.34,1901,Spring,0.0,6.15
189,1115810060,3,2.25,2230,10026,1.0,0.0,3,8,98052,47.6647,-122.15299999999999,1975,Winter,0.5594405594405595,5.85188
190,9477200200,3,1.75,1650,9480,1.0,0.0,3,7,98034,47.726000000000006,-122.191,1977,Summer,0.3524590163934426,3.05
191,1432600560,3,1.0,1190,8820,1.0,0.0,3,6,98058,47.4616,-122.184,1959,Fall,0.0,1.6695
192,2287000060,3,2.5,2140,9897,1.0,0.0,4,8,98040,47.5505,-122.219,1959,Fall,0.0,7.99
193,3663500060,3,2.5,2180,7508,1.0,0.0,4,7,98133,47.7606,-122.336,1962,Summer,0.5352112676056338,4.0
194,3996900125,3,1.0,1060,10228,1.0,0.0,3,7,98155,47.7481,-122.3,1948,Winter,0.0,2.3
195,7796450200,3,2.5,1690,5025,2.0,0.0,3,8,98023,47.2779,-122.34700000000001,2003,Spring,0.0,2.56883
196,7549802535,4,2.0,1970,6480,1.5,0.0,5,7,98108,47.5511,-122.31200000000001,1920,Fall,0.7433628318584071,4.23
197,3278600320,3,2.5,2150,4084,2.0,0.0,3,8,98126,47.5488,-122.37200000000001,2007,Summer,0.0,4.65
198,2824079053,3,2.5,1910,66211,2.0,0.0,3,7,98024,47.5385,-121.911,1997,Winter,0.0,4.4
199,1222069094,3,1.75,1350,155073,1.0,0.0,4,7,98038,47.4058,-121.994,1969,Fall,0.0,3.85
200,3542300060,3,1.0,860,11725,1.0,0.0,4,6,98056,47.5093,-122.184,1943,Spring,0.0,2.1
201,2222059065,3,2.5,1940,14952,2.0,0.0,3,8,98042,47.3777,-122.165,1994,Fall,0.0,2.97
202,7551300060,3,1.0,1010,5000,1.0,0.0,3,7,98107,47.675,-122.39399999999999,1952,Summer,0.0,4.7
203,100600550,3,1.5,1300,7370,1.0,0.0,4,7,98023,47.3025,-122.37,1976,Summer,0.4444444444444444,2.265
204,3211100860,3,1.0,910,8450,1.0,0.0,4,6,98059,47.4787,-122.15799999999999,1962,Spring,0.0,2.7425
205,3456000310,4,1.75,2480,11010,1.0,0.0,4,9,98040,47.5378,-122.219,1966,Summer,0.5214723926380368,8.4
206,9526600140,3,2.5,2440,4587,2.0,0.0,3,8,98052,47.7073,-122.11399999999999,2010,Fall,0.0,6.779
207,7465900060,3,1.0,1010,5864,1.0,0.0,3,7,98116,47.5733,-122.381,1915,Winter,0.0,4.25
208,1222000055,2,0.75,900,9600,1.0,0.0,3,6,98166,47.4604,-122.339,1941,Fall,0.0,1.8025
209,6300000550,6,3.0,2300,3404,2.0,0.0,3,7,98133,47.7067,-122.34299999999999,1994,Summer,0.4375,4.64
210,2310030510,4,2.25,1550,7579,2.0,0.0,3,8,98038,47.354,-122.04700000000001,1993,Spring,0.0,3.2
211,1025049114,3,2.25,1270,1566,2.0,0.0,3,8,98105,47.6647,-122.28399999999999,2014,Summer,0.19811320754716982,6.25504
212,8677300550,4,2.5,2240,12032,1.0,0.0,3,9,98074,47.6143,-122.01700000000001,1983,Spring,0.0,5.925
213,4014400292,3,2.5,2714,17936,2.0,0.0,3,9,98001,47.3185,-122.275,2005,Winter,0.0,4.65
214,1102000196,4,2.75,1720,6270,2.0,0.0,3,8,98118,47.5458,-122.26799999999999,1978,Spring,0.0,4.77
215,257000138,2,1.0,850,16400,1.0,0.0,3,6,98168,47.4889,-122.29899999999999,1923,Winter,0.0,2.8
216,46100204,5,3.0,3300,33474,1.0,0.0,3,9,98040,47.5673,-122.21,1991,Winter,0.7647058823529411,15.1
217,1909600046,3,2.5,2250,5692,2.0,0.0,3,8,98146,47.5133,-122.37899999999999,2000,Summer,0.0,4.45838
218,1250202145,2,2.25,3900,14864,1.0,0.0,3,8,98144,47.5884,-122.291,1947,Summer,1.0,10.7
219,7611200125,2,1.5,1320,10800,1.0,0.0,4,8,98177,47.7145,-122.367,1947,Fall,0.0,4.67
220,5611500140,4,2.5,2760,6440,2.0,0.0,3,10,98075,47.5836,-122.02600000000001,1999,Summer,0.0,6.86
221,7138000260,3,2.0,1750,9750,1.0,0.0,3,7,98198,47.398,-122.29899999999999,1961,Summer,0.2962962962962963,2.7995
222,626059335,4,2.25,2330,19436,2.0,0.0,3,8,98011,47.7663,-122.215,1987,Fall,0.0,5.27
223,1922059282,3,2.25,2220,16020,1.0,0.0,4,8,98030,47.3758,-122.21700000000001,1966,Fall,0.24719101123595505,3.25
